0,"원주, 즉 원의 둘레길이는 원에 내접하는 정다각형의 둘레의 길이보다는 길다. 이러한 논리에 따라 아르키메데스는 원에 내접하는 가장 큰 다각형을 작도한 끝에 정96각형을 작도하여 원에 내접시키면서 원주율의 근사치를 구했다. 원주율,","파이(pie)는 구운 과자의 일종이다. 본디 파이라는 이름은 쇼트 페이스트(쇼트 크러스트)로 만든 접시 모양의 받침에 여러 가지 과일, 견과류, 고기 등의 충전물을 얹어 구운 음식을 칭하는 것이었다. 하지만 한국에서는 이 명칭을 ",1
1,"두음은 단어의 첫소리를 말합니다. 두음법칙은 단어 첫소리에 올 수 없는 자음에 대한 법칙으로, ㄴ 두음법칙과 ㄹ 두음법칙이 있지요. [ㄴ 두음법칙] 우리말 단어에서 첫소리에 'ㄴ'이 오지 못하는 경우가 있습니다. 모음이 'ㅣ, ㅑ",두음법칙(頭音法則)은 일제 강점기에 법으로 규정한 단어의 첫소리에 올 수 없는 자음에 대한 규칙이다. 이 법칙을 제정한 이유는 사람들의 발음을 편리하게 하기 위함이다. 1921년에 개정된 조선총독부의 보통학교용 언문 철자법을 보면,1
2,"바로[直] 이어진[系] 높은[尊] 친속[屬] 직계는 증조부모, 조부모, 부모, 자녀, 손자, 증손과 같이 곧바로 이어나가는 관계를 말함. 직계 친족 중 본인부터 위의 계열에 있는 이들을 직계 존속이라 하고, 반면 자손의 계열에 있","직계존속(直系尊屬)이란 민법상 가장 가까운 혈족을 말하는 개념이다. 부계와 모계의 조부모, 부모가 직계존속이며 계모, 적모는 민법상 직계존속이 아니다. 직계존속을 살해하는 경우 일반 살인죄와 구별되는 존속살해죄가 성립한다.",1
3,"명사, 대명사, 수사, 조사, 동사, 형용사, 관형사, 부사, 감탄사와 같이 공통된 성질을 지닌 낱말끼리 모아 놓은 낱말의 갈래.  책을 종류별로 나눌 수 있듯이 낱말도 분류할 수 있어 한결이가 동화책은 동화책끼리, 역사책은 역사","품사(品詞)는 낱말을 문법적인 기능이나 형태, 뜻에 따라 몇 갈래로 나눈 것을 말한다.
낱말을 몇 가지 품사 그룹으로 묶는 것은 그리스어 문법연구에서 시작되었다. 이것이 라틴어의 문법연구로 이어지고, 후에 유럽 각국의 언어의 문법",1
4,"사람, 사물, 장소나 눈에 보이지 않는 것 등의 이름을 가리키는 말.  주위를 둘러보자. 엄마, 아빠, 동생, 친구, Annie, 케이크, 피자, 사탕, 콜라, 우정, 속도, 바람, 계산, 생각, 발 냄새….헉! 눈에 보이지 않는","명사의 다른 뜻은 다음과 같다.

명사(名詞)는 문법의 품사로 이름씨라고도 한다.
명사(名辭)는 '논리학'에서 개념 또는 정의를 언어로 나타낸것으로 명제를 구성하는 데에 요소가 되는 말 또는 단어를 지칭한다
명사(名詞)는 불교에서",1
5,1년생 식물로 영양분이 풍부한 씨를 얻기 위해 널리 재배되고 있는데 덩굴로 자라며 키는 60㎝ 정도이고 잎은 깃털 모양으로 갈라졌으며 흰색 또는 붉은빛이 도는 작은 꽃이 핀다. 노란빛이 도는 갈색의 콩은 꼬투리에서 1~2개씩 달린,"병아리콩은 콩과에 속하는 식물로 이집트콩이라고도 한다. 씨의 전체적인 외관이 병아리의 머리 모양과 비슷한 특징이 있으며, 맛은 밤맛이 나고 풍부한 단백질을 보유하고 있다. 주로 중동 지역에서 자라며, 건조한 기후에서도 잘 자란다.",1
6,"고대 그리스의 철학자. 학문 전반에 걸친 백과전서적 학자로서 과학 제 부문의 기초를 쌓고 논리학을 창건하기도 하였다. 트라키아의 스타게이로스에서 출생하여 플라톤의 학교에서 수학하고, 왕자 시절의 알렉산더 대왕의 교육을 담당하였다.","아리스토텔레스(고대 그리스어: Ἀριστοτέλης 아리스토텔레스[*], 그리스어: Αριστοτέλης 아리스토텔리스[*], 영어: Aristotle 애러스터틀[*], 기원전 384년 ~ 322년)는 고대 그리스의 철학자로, 플",1
7,"['나'를 찾아가는 길] 내 속에서 솟아 나오려는 것, 바로 그것을 나는 살아보려 했다. 왜 그것이 그토록 어려웠을까. 이와 같은 헤르만 헤세(Hermann Hesse)의 『데미안(Demian)』(1919)의 첫 구절의 철학적인 ",《데미안》(독일어: Demian - Die Geschichte von Emil Sinclairs Jugend)은 1919년 독일의 소설가이자 시인인 헤르만 헤세가 발표한 소설이다. 제1차 세계대전 중 나온 이 작품은 주인공 에밀,1
8,"기독교의 시조. B.C. 4경 로마 제국의 식민지 팔레스타인 지방의 갈릴리에서 태어난 유태인으로 목수였다. 유태인은 예로부터 야훼(Jahweh) 신을 믿어 야훼가 구세주(Messiah)를 보내, 신의 선민인 유태민족을 구원해 줄 ","예수(히브리어: ישוע, 아랍어: يسوع/عيسى, 기원전 1세기 말 ~ 기원후 30년 / 33년 추정) 또는 나사렛 예수는 기원후 1세기에 활동한 유대인 설교자이자 종교 지도자이고, 기독교의 중심 인물이자 유일신이다. 자신의",1
9,"악마군단을 지배하는 지옥의 왕. 루키페르라고도 한다. 지옥의 왕을 나타내는 단어에 사탄이 있는데, 사탄이라 하면 보통 루시퍼를 가리킨다. 원래는 천계의 치천사(熾天使: 천사의 아홉 계급 중 첫 번째) 중 한 명으로 천사 중에서도 ","루키페르(라틴어: Lucifer)는 기독교에서 사탄에게 자주 부여하는 이름으로, 이사야서의 한 구절을 특별히 해석한 것에서 유래한다. 좀 더 명확하게는 하늘나라에서 추방 당하기 이전에 사탄이 지녔던 이름이라고 한다. 루시퍼는 루키",1
10,"일상생활 속에서 얻은 생각과 느낌을 형식에 얽매이지 않고 자유롭게 쓴 글.  인기 블로그 작가를 찾아서 기자 : 방문자 수가 엄청난 블로그 운영자로 유명하신데, 어떻게 이렇게 인기를 얻게 되었습니까? 운영자 : 처음에는 가끔 생활",수필(隨筆) 또는 에세이(essay)는 생각을 자유롭게 표현한 산문 문학이다. 주제에 따라 일상 생활처럼 가벼운 주제를 다루는 경수필과 사회적 문제 등의 무거운 주제를 다루는 중수필로 나뉜다. 특히 중수필에서 사회적 이슈를 주제로,1
11,"에세이는 통상 일기·편지·감상문·기행문·소평론 등 광범위한 산문양식을 포괄하며, 모든 문학형식 가운데 가장 유연하고 융통성있는 것 가운데 하나이다. 에세이의 종류를 에세이와 미셀러니(miscellany), 혹은 공식적(formal",수필(隨筆) 또는 에세이(essay)는 생각을 자유롭게 표현한 산문 문학이다. 주제에 따라 일상 생활처럼 가벼운 주제를 다루는 경수필과 사회적 문제 등의 무거운 주제를 다루는 중수필로 나뉜다. 특히 중수필에서 사회적 이슈를 주제로,1
12,"의사가 효과 없는 가짜 약 혹은 꾸며낸 치료법을 환자에게 제안했는데, 환자의 긍정적인 믿음으로 인해 병세가 호전되는 현상이다. 심리적 요인에 의해 병세가 호전되는 현상으로 위약효과, 가짜약 효과라고도 한다. 플라시보 효과를 볼 수","위약(僞藥) 또는 플라시보(영어: placebo)는 심리적 효과를 얻기 위하여 환자가 의학이나 치료법으로 받아들이지만 치료에 전혀 도움이 되지 않는 가짜 약제를 말한다. 영어로는 플러시보(placebo, 라틴어로 '마음에 들다' ",1
13,"자기 내부의 에너지 복사로 스스로 빛을 내는 천체.  천문학에서는 태양처럼 스스로 빛을 내는 항성을 별이라 하며, 항성의 빛을 반사하여 빛나는 행성·위성·혜성 등과 구별한다. 항성은 그 거리가 너무 멀기 때문에 하늘에서 위치가 변","항성(恒星, 영어: fixed star) 또는 붙박이별은 막대한 양의 플라스마(전리된 기체)가 중력으로 뭉쳐서 밝게 빛나는 구(球)형의 천체이다. 통상적으로 별(star)이라 한다. 지구에서 가장 가까운 항성은 태양으로 지구상의 ",1
